ROUTINE IMPLEMENTATION|BUF SIZE B|RT MIN ns|RT MED ns|RT MAX ns|RT AVG ns|RT STDEV %|BW AVG GiB/s|BW STDEV GiB/s
strncpy (GNU libc 2.39)|74|7.33|7.339|23.348|14.625|54.776|6.461|3.225
strncpy (LI-PaRAD)|75|6.29|6.311|22.336|12.597|62.127|7.944|3.903
strncpy (Arm OR 23.01)|75|7.327|7.338|23.347|14.588|54.698|6.555|3.263
strncpy (GNU libc 2.39)|75|7.347|7.357|23.365|14.721|54.05|6.483|3.251
strncpy (LI-PaRAD)|76|6.291|6.311|22.32|12.477|62.741|8.123|3.945
strncpy (Arm OR 23.01)|76|7.243|7.254|23.265|14.539|55.09|6.702|3.363
strncpy (GNU libc 2.39)|76|7.237|7.258|23.266|14.503|54.996|6.706|3.354
strncpy (LI-PaRAD)|77|6.291|6.312|22.336|12.637|62.233|8.148|4.014
strncpy (Arm OR 23.01)|77|7.325|7.34|27.339|14.663|54.989|6.719|3.361
strncpy (GNU libc 2.39)|77|7.334|7.344|23.35|14.629|54.752|6.719|3.352
strncpy (LI-PaRAD)|78|6.291|6.31|22.317|12.517|62.372|8.293|4.038
strncpy (Arm OR 23.01)|78|7.32|7.331|23.338|14.616|54.801|6.817|3.404
strncpy (GNU libc 2.39)|78|7.329|7.339|23.838|14.787|54.29|6.743|3.405
strncpy (LI-PaRAD)|79|6.29|6.312|22.33|12.478|62.749|8.444|4.101
strncpy (Arm OR 23.01)|79|7.329|7.34|35.333|14.9|55.276|6.82|3.461
strncpy (GNU libc 2.39)|79|7.348|7.358|23.366|14.8|54.205|6.816|3.437
strncpy (LI-PaRAD)|80|6.291|6.304|22.32|12.477|62.754|8.552|4.154
strncpy (Arm OR 23.01)|80|7.146|7.174|23.179|14.336|55.306|7.15|3.574
strncpy (GNU libc 2.39)|80|7.153|7.182|23.186|14.344|55.541|7.153|3.567
strncpy (LI-PaRAD)|81|6.29|6.31|22.319|12.636|62.244|8.573|4.224
strncpy (Arm OR 23.01)|81|7.854|23.859|23.87|15.782|50.953|6.412|3.234
strncpy (GNU libc 2.39)|81|7.855|23.859|23.872|15.786|50.943|6.409|3.233
strncpy (LI-PaRAD)|82|6.291|6.315|22.337|12.637|62.235|8.677|4.275
strncpy (Arm OR 23.01)|82|7.931|7.939|35.942|15.818|52.136|6.492|3.244
strncpy (GNU libc 2.39)|82|7.935|19.958|35.946|15.948|51.54|6.428|3.234
strncpy (LI-PaRAD)|83|6.291|6.307|22.328|12.637|62.252|8.785|4.329
strncpy (Arm OR 23.01)|83|7.858|23.863|23.879|15.787|50.945|6.567|3.312
strncpy (GNU libc 2.39)|83|7.866|15.881|23.88|15.714|50.912|6.578|3.296
strncpy (LI-PaRAD)|84|6.292|6.315|22.326|12.361|62.856|9.017|4.326
strncpy (Arm OR 23.01)|84|7.806|23.811|23.82|15.733|51.112|6.684|3.382
strncpy (GNU libc 2.39)|84|7.808|7.817|23.825|15.577|51.6|6.749|3.379
strncpy (LI-PaRAD)|85|6.289|6.315|22.323|12.637|62.24|8.996|4.432
strncpy (Arm OR 23.01)|85|7.855|23.859|23.87|15.782|50.953|6.728|3.394
strncpy (GNU libc 2.39)|85|7.859|7.867|23.873|15.628|51.436|6.792|3.39
strncpy (LI-PaRAD)|86|6.291|6.31|22.329|12.478|62.748|9.192|4.464
strncpy (Arm OR 23.01)|86|7.856|23.86|23.874|15.785|50.942|6.805|3.432
strncpy (GNU libc 2.39)|86|7.862|23.864|23.876|15.788|50.932|6.803|3.43
strncpy (LI-PaRAD)|87|6.29|6.31|22.327|12.635|62.242|9.209|4.537
strncpy (Arm OR 23.01)|87|7.859|19.872|35.866|15.905|51.124|6.831|3.461
strncpy (GNU libc 2.39)|87|7.862|7.876|23.88|15.634|51.415|6.947|3.467
strncpy (LI-PaRAD)|88|6.291|6.303|22.327|12.557|62.193|9.337|4.571
strncpy (Arm OR 23.01)|88|7.797|7.813|23.816|15.533|51.545|7.08|3.536
strncpy (GNU libc 2.39)|88|7.796|7.821|23.829|15.581|51.589|7.067|3.538
strncpy (LI-PaRAD)|89|6.291|6.314|22.335|12.48|62.737|9.51|4.618
strncpy (Arm OR 23.01)|89|7.851|23.859|23.87|15.783|50.954|7.045|3.554
strncpy (GNU libc 2.39)|89|7.86|23.86|23.875|15.786|50.938|7.042|3.551
strncpy (LI-PaRAD)|90|6.29|6.314|22.322|12.636|62.242|9.526|4.693
strncpy (Arm OR 23.01)|90|7.856|23.859|23.875|15.785|50.944|7.122|3.592
strncpy (GNU libc 2.39)|90|7.866|23.867|23.879|15.793|50.919|7.116|3.587
strncpy (LI-PaRAD)|91|6.291|6.314|22.329|12.637|62.229|9.629|4.744
strncpy (Arm OR 23.01)|91|7.854|7.88|23.869|15.624|51.447|7.274|3.632
strncpy (GNU libc 2.39)|91|7.858|7.866|23.876|15.588|51.372|7.279|3.624
